WTeamID,WScore,LTeamID,LScore,WLoc,W_Conf,L_Conf
Virginia Commonwealth,73,Davidson,62,H,Atlantic 10 Conference,Atlantic 10 Conference
George Mason,72,Virginia Commonwealth,67,A,Atlantic 10 Conference,Atlantic 10 Conference
Richmond,77,Virginia Commonwealth,59,H,Atlantic 10 Conference,Atlantic 10 Conference
Dayton,66,Virginia Commonwealth,61,A,Atlantic 10 Conference,Atlantic 10 Conference
St. Louis,80,Virginia Commonwealth,62,H,Atlantic 10 Conference,Atlantic 10 Conference
Massachusetts,60,Virginia Commonwealth,52,H,Atlantic 10 Conference,Atlantic 10 Conference
Virginia Commonwealth,75,George Washington,51,H,Atlantic 10 Conference,Atlantic 10 Conference
Duquesne,80,Virginia Commonwealth,77,A,Atlantic 10 Conference,Atlantic 10 Conference
Davidson,75,Virginia Commonwealth,65,H,Atlantic 10 Conference,Atlantic 10 Conference
Vermont,61,St. Bonaventure,59,A,America East Conference,Atlantic 10 Conference
Vermont,66,Bucknell,63,A,America East Conference,Patriot League
Vermont,62,Boston University,47,H,America East Conference,Patriot League
Vermont,70,St. John's (NY),68,A,America East Conference,Big East Conference
Virginia,61,Vermont,55,H,Atlantic Coast Conference,America East Conference
Vermont,81,Central Connecticut St.,49,N,America East Conference,Northeast Conference
Rider,72,Vermont,67,N,Metro Atlantic Athletic Conference,America East Conference
Yale,65,Vermont,52,H,Ivy League,America East Conference
Cincinnati,82,Vermont,73,H,American Athletic Conference,America East Conference
Vermont,55,Towson,38,H,America East Conference,Colonial Athletic Association
North Carolina-Greensboro,54,Vermont,53,A,Southern Conference,America East Conference
Vermont,86,Lipscomb,63,H,America East Conference,Atlantic Sun Conference
Vermont,76,George Washington,51,H,America East Conference,Atlantic 10 Conference
Vermont,77,Dartmouth,68,A,America East Conference,Ivy League
Stony Brook,81,Vermont,77,A,America East Conference,America East Conference
Vermont,74,Maryland-Baltimore County,50,A,America East Conference,America East Conference
Vermont,72,Binghamton,53,A,America East Conference,America East Conference
Vermont,74,Hartford,57,H,America East Conference,America East Conference
Vermont,59,Maine,57,A,America East Conference,America East Conference
Vermont,92,Massachusetts-Lowell,62,H,America East Conference,America East Conference
Vermont,56,New Hampshire,43,A,America East Conference,America East Conference
Vermont,86,Albany (NY),75,A,America East Conference,America East Conference
Vermont,77,Maine,52,H,America East Conference,America East Conference
Vermont,69,Hartford,68,A,America East Conference,America East Conference
Vermont,74,New Hampshire,50,H,America East Conference,America East Conference
Vermont,76,Binghamton,48,H,America East Conference,America East Conference
Vermont,63,Stony Brook,54,A,America East Conference,America East Conference
Maryland-Baltimore County,66,Vermont,64,A,America East Conference,America East Conference
Vermont,94,Massachusetts-Lowell,77,A,America East Conference,America East Conference
Vermont,85,Albany (NY),62,H,America East Conference,America East Conference
Vermont,61,Maine,50,H,America East Conference,America East Conference
Vermont,81,Maryland-Baltimore County,74,H,America East Conference,America East Conference
Villanova,97,Army,54,H,Big East Conference,Patriot League
Ohio St.,76,Villanova,51,H,Big Ten Conference,Big East Conference
Villanova,78,Ohio,54,H,Big East Conference,Mid-American Conference
Villanova,98,Middle Tennessee,69,N,Big East Conference,Conference USA
Villanova,83,Mississippi St.,76,N,Big East Conference,Southeastern Conference
Baylor,87,Villanova,78,N,Big 12 Conference,Big East Conference
Villanova,83,La Salle,72,H,Big East Conference,Atlantic 10 Conference
Villanova,80,Pennsylvania,69,H,Big East Conference,Ivy League
Villanova,78,St. Joseph's,66,A,Big East Conference,Atlantic 10 Conference
Villanova,78,Delaware,70,N,Big East Conference,Colonial Athletic Association
Villanova,56,Kansas,55,H,Big East Conference,Big 12 Conference
Villanova,68,Xavier,62,H,Big East Conference,Big East Conference
Marquette,71,Villanova,60,H,Big East Conference,Big East Conference
Villanova,64,Creighton,59,A,Big East Conference,Big East Conference
Villanova,80,Georgetown,66,H,Big East Conference,Big East Conference
Villanova,79,DePaul,75,H,Big East Conference,Big East Conference
Villanova,61,Connecticut,55,H,Big East Conference,American Athletic Conference
Villanova,76,Butler,61,H,Big East Conference,Big East Conference
Villanova,64,Providence,60,A,Big East Conference,Big East Conference
Villanova,79,St. John's (NY),59,A,Big East Conference,Big East Conference
Creighton,76,Villanova,61,A,Big East Conference,Big East Conference
Butler,79,Villanova,76,H,Big East Conference,Big East Conference
Seton Hall,70,Villanova,64,A,Big East Conference,Big East Conference
Villanova,72,Marquette,71,H,Big East Conference,Big East Conference
Villanova,76,Temple,56,A,Big East Conference,American Athletic Conference
Villanova,91,DePaul,71,A,Big East Conference,Big East Conference
Villanova,64,Xavier,55,A,Big East Conference,Big East Conference
Villanova,71,St. John's (NY),60,H,Big East Conference,Big East Conference
Providence,58,Villanova,54,A,Big East Conference,Big East Conference
Villanova,79,Seton Hall,77,A,Big East Conference,Big East Conference
Villanova,70,Georgetown,69,A,Big East Conference,Big East Conference
Virginia,48,Syracuse,34,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,65,James Madison,34,H,Atlantic Coast Conference,Colonial Athletic Association
Virginia,60,Columbia,42,H,Atlantic Coast Conference,Ivy League
Virginia,61,Vermont,55,H,Atlantic Coast Conference,America East Conference
Virginia,58,Massachusetts,46,N,Atlantic Coast Conference,Atlantic 10 Conference
Virginia,48,Arizona St.,45,N,Atlantic Coast Conference,Pacific-12 Conference
Virginia,46,Maine,26,H,Atlantic Coast Conference,America East Conference
Purdue,69,Virginia,40,H,Big Ten Conference,Atlantic Coast Conference
Virginia,56,North Carolina,47,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,56,Stony Brook,44,H,Atlantic Coast Conference,America East Conference
South Carolina,70,Virginia,59,A,Southeastern Conference,Atlantic Coast Conference
Virginia,65,Navy,56,H,Atlantic Coast Conference,Patriot League
Virginia,65,Virginia Tech,39,H,Atlantic Coast Conference,Atlantic Coast Conference
Boston College,60,Virginia,53,H,Atlantic Coast Conference,Atlantic Coast Conference
Syracuse,63,Virginia,55,A,Atlantic Coast Conference,Atlantic Coast Conference
Florida St.,54,Virginia,50,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,63,Georgia Tech,58,A,Atlantic Coast Conference,Atlantic Coast Conference
North Carolina St.,53,Virginia,51,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,65,Wake Forest,63,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,61,Florida St.,56,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,51,Clemson,44,H,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,80,Virginia,73,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,50,Notre Dame,49,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,64,North Carolina,62,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,78,Boston College,65,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,59,Pittsburgh,56,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,56,Virginia Tech,53,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,52,Duke,50,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,46,Miami (FL),44,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,57,Louisville,54,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia Tech,67,Clemson,60,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia Tech,74,Coppin St.,42,H,Atlantic Coast Conference,Mid-Eastern Athletic Conference
Virginia Tech,80,South Carolina Upstate,57,H,Atlantic Coast Conference,Big South Conference
Virginia Tech,79,Lehigh,53,H,Atlantic Coast Conference,Patriot League
Virginia Tech,100,Delaware St.,64,H,Atlantic Coast Conference,Mid-Eastern Athletic Conference
Virginia Tech,71,Michigan St.,66,N,Atlantic Coast Conference,Big Ten Conference
Dayton,89,Virginia Tech,62,N,Atlantic 10 Conference,Atlantic Coast Conference
Brigham Young,90,Virginia Tech,77,N,West Coast Conference,Atlantic Coast Conference
Duke,77,Virginia Tech,63,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia Tech,63,Chattanooga,58,H,Atlantic Coast Conference,Southern Conference
Virginia Tech,73,Gardner-Webb,46,H,Atlantic Coast Conference,Big South Conference
Virginia Tech,64,Virginia Military Institute,55,H,Atlantic Coast Conference,Southern Conference
Virginia Tech,92,Maryland-Eastern Shore,37,H,Atlantic Coast Conference,Mid-Eastern Athletic Conference
Virginia,65,Virginia Tech,39,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia Tech,67,Syracuse,63,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia Tech,72,North Carolina St.,58,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia Tech,80,Wake Forest,70,A,Atlantic Coast Conference,Atlantic Coast Conference
Syracuse,71,Virginia Tech,69,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia Tech,79,North Carolina,77,H,Atlantic Coast Conference,Atlantic Coast Conference
Boston College,61,Virginia Tech,56,H,Atlantic Coast Conference,Atlantic Coast Conference
Miami (FL),71,Virginia Tech,61,H,Atlantic Coast Conference,Atlantic Coast Conference
Florida St.,74,Virginia Tech,63,A,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,76,Virginia Tech,57,H,Atlantic Coast Conference,Atlantic Coast Conference
Boston College,77,Virginia Tech,73,A,Atlantic Coast Conference,Atlantic Coast Conference
Virginia Tech,67,Pittsburgh,57,H,Atlantic Coast Conference,Atlantic Coast Conference
Miami (FL),102,Virginia Tech,95,A,Atlantic Coast Conference,Atlantic Coast Conference
Duke,88,Virginia Tech,64,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,56,Virginia Tech,53,A,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,68,Virginia Tech,52,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia Tech,70,Clemson,58,H,Atlantic Coast Conference,Atlantic Coast Conference
Notre Dame,64,Virginia Tech,56,H,Atlantic Coast Conference,Atlantic Coast Conference
North Carolina,78,Virginia Tech,56,N,Atlantic Coast Conference,Atlantic Coast Conference
East Carolina,80,Virginia Military Institute,68,H,American Athletic Conference,Southern Conference
Marist,58,Virginia Military Institute,56,A,Metro Atlantic Athletic Conference,Southern Conference
Presbyterian,80,Virginia Military Institute,77,A,Big South Conference,Southern Conference
Arkansas St.,71,Virginia Military Institute,56,H,Sun Belt Conference,Southern Conference
Idaho,68,Virginia Military Institute,67,N,Big Sky Conference,Southern Conference
Virginia Military Institute,89,UC-Davis,84,N,Southern Conference,Big West Conference
North Carolina-Greensboro,74,Virginia Military Institute,63,H,Southern Conference,Southern Conference
Duquesne,71,Virginia Military Institute,58,H,Atlantic 10 Conference,Southern Conference
Virginia Military Institute,88,Stetson,61,H,Southern Conference,Atlantic Sun Conference
Virginia Tech,64,Virginia Military Institute,55,H,Atlantic Coast Conference,Southern Conference
South Carolina Upstate,91,Virginia Military Institute,82,H,Big South Conference,Southern Conference
Furman,89,Virginia Military Institute,73,A,Southern Conference,Southern Conference
Samford,78,Virginia Military Institute,75,A,Southern Conference,Southern Conference
Western Carolina,97,Virginia Military Institute,85,A,Southern Conference,Southern Conference
East Tennessee St.,61,Virginia Military Institute,55,H,Southern Conference,Southern Conference
Mercer,73,Virginia Military Institute,62,H,Southern Conference,Southern Conference
Virginia Military Institute,88,Citadel,79,H,Southern Conference,Southern Conference
Wofford,66,Virginia Military Institute,54,H,Southern Conference,Southern Conference
Mercer,69,Virginia Military Institute,66,A,Southern Conference,Southern Conference
Furman,74,Virginia Military Institute,72,H,Southern Conference,Southern Conference
Wofford,79,Virginia Military Institute,73,A,Southern Conference,Southern Conference
Virginia Military Institute,75,Citadel,64,A,Southern Conference,Southern Conference
Chattanooga,86,Virginia Military Institute,67,H,Southern Conference,Southern Conference
East Tennessee St.,72,Virginia Military Institute,67,A,Southern Conference,Southern Conference
Virginia Military Institute,74,Western Carolina,71,A,Southern Conference,Southern Conference
North Carolina-Greensboro,71,Virginia Military Institute,68,A,Southern Conference,Southern Conference
Chattanooga,71,Virginia Military Institute,64,A,Southern Conference,Southern Conference
Samford,84,Virginia Military Institute,78,H,Southern Conference,Southern Conference
Virginia Military Institute,96,Samford,78,N,Southern Conference,Southern Conference
East Tennessee St.,70,Virginia Military Institute,57,N,Southern Conference,Southern Conference
Seton Hall,105,Wagner,71,H,Big East Conference,Northeast Conference
Penn St.,91,Wagner,64,H,Big Ten Conference,Northeast Conference
NJIT,88,Wagner,69,H,Atlantic Sun Conference,Northeast Conference
Wagner,81,St. Peter's,77,A,Northeast Conference,Metro Atlantic Athletic Conference
Stony Brook,87,Wagner,84,A,America East Conference,Northeast Conference
St. John's (NY),86,Wagner,63,H,Big East Conference,Northeast Conference
Hartford,71,Wagner,63,H,America East Conference,Northeast Conference
La Salle,74,Wagner,60,H,Atlantic 10 Conference,Northeast Conference
Wagner,82,Army,62,H,Northeast Conference,Patriot League
Fairfield,66,Wagner,54,A,Metro Atlantic Athletic Conference,Northeast Conference
Wagner,66,Mount St. Mary's,47,A,Northeast Conference,Northeast Conference
Sacred Heart,81,Wagner,74,A,Northeast Conference,Northeast Conference
St. Francis (PA),80,Wagner,62,H,Northeast Conference,Northeast Conference
Robert Morris,94,Wagner,62,H,Northeast Conference,Northeast Conference
St. Francis (NY),69,Wagner,64,A,Northeast Conference,Northeast Conference
Wagner,72,Long Island University,64,H,Northeast Conference,Northeast Conference
Bryant,79,Wagner,58,H,Northeast Conference,Northeast Conference
Central Connecticut St.,86,Wagner,76,H,Northeast Conference,Northeast Conference
Fairleigh Dickinson,68,Wagner,63,A,Northeast Conference,Northeast Conference
Robert Morris,67,Wagner,62,A,Northeast Conference,Northeast Conference
St. Francis (PA),85,Wagner,68,A,Northeast Conference,Northeast Conference
Fairleigh Dickinson,106,Wagner,73,H,Northeast Conference,Northeast Conference
Merrimack,68,Wagner,59,H,Northeast Conference,Northeast Conference
Wagner,67,Mount St. Mary's,61,H,Northeast Conference,Northeast Conference
Wagner,68,Central Connecticut St.,56,H,Northeast Conference,Northeast Conference
Wagner,75,St. Francis (NY),71,A,Northeast Conference,Northeast Conference
Long Island University,74,Wagner,66,H,Northeast Conference,Northeast Conference
Bryant,80,Wagner,59,A,Northeast Conference,Northeast Conference
Boston College,77,Wake Forest,70,H,Atlantic Coast Conference,Atlantic Coast Conference
Wake Forest,65,Columbia,63,H,Atlantic Coast Conference,Ivy League
Wake Forest,98,North Carolina-Asheville,79,H,Atlantic Coast Conference,Big South Conference
Charlotte,67,Wake Forest,65,H,Conference USA,Atlantic Coast Conference
Wake Forest,82,Davidson,70,A,Atlantic Coast Conference,Atlantic 10 Conference
Wake Forest,65,College of Charleston,56,N,Atlantic Coast Conference,Colonial Athletic Association
Wake Forest,88,Cal St. Long Beach,75,N,Atlantic Coast Conference,Big West Conference
Arizona,73,Wake Forest,66,N,Pacific-12 Conference,Atlantic Coast Conference
Penn St.,76,Wake Forest,54,H,Big Ten Conference,Atlantic Coast Conference
North Carolina St.,91,Wake Forest,82,A,Atlantic Coast Conference,Atlantic Coast Conference
Wake Forest,80,Xavier,78,H,Atlantic Coast Conference,Big East Conference
Wake Forest,76,North Carolina A&T,64,H,Atlantic Coast Conference,Mid-Eastern Athletic Conference
Wake Forest,69,Pittsburgh,65,A,Atlantic Coast Conference,Atlantic Coast Conference
Florida St.,78,Wake Forest,68,A,Atlantic Coast Conference,Atlantic Coast Conference
Duke,90,Wake Forest,59,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia Tech,80,Wake Forest,70,A,Atlantic Coast Conference,Atlantic Coast Conference
Wake Forest,80,Boston College,62,H,Atlantic Coast Conference,Atlantic Coast Conference
Clemson,71,Wake Forest,68,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,65,Wake Forest,63,A,Atlantic Coast Conference,Atlantic Coast Conference
Notre Dame,90,Wake Forest,80,H,Atlantic Coast Conference,Atlantic Coast Conference
Wake Forest,56,Clemson,44,H,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,86,Wake Forest,76,H,Atlantic Coast Conference,Atlantic Coast Conference
Syracuse,75,Wake Forest,73,H,Atlantic Coast Conference,Atlantic Coast Conference
Wake Forest,74,North Carolina,57,H,Atlantic Coast Conference,Atlantic Coast Conference
Miami (FL),71,Wake Forest,54,H,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,86,Wake Forest,79,A,Atlantic Coast Conference,Atlantic Coast Conference
Wake Forest,113,Duke,101,H,Atlantic Coast Conference,Atlantic Coast Conference
Wake Forest,84,Notre Dame,73,H,Atlantic Coast Conference,Atlantic Coast Conference
North Carolina,93,Wake Forest,83,H,Atlantic Coast Conference,Atlantic Coast Conference
North Carolina St.,84,Wake Forest,64,H,Atlantic Coast Conference,Atlantic Coast Conference
Pittsburgh,81,Wake Forest,72,N,Atlantic Coast Conference,Atlantic Coast Conference
Washington,67,Baylor,64,N,Pacific-12 Conference,Big 12 Conference
Washington,56,Mount St. Mary's,46,H,Pacific-12 Conference,Northeast Conference
Tennessee,75,Washington,62,N,Southeastern Conference,Pacific-12 Conference
Washington,72,Maine,53,H,Pacific-12 Conference,America East Conference
Washington,73,Montana,56,H,Pacific-12 Conference,Big Sky Conference
Washington,88,San Diego,69,H,Pacific-12 Conference,West Coast Conference
Washington,75,South Dakota,55,H,Pacific-12 Conference,The Summit League
Washington,90,Eastern Washington,80,H,Pacific-12 Conference,Big Sky Conference
Gonzaga,83,Washington,76,A,West Coast Conference,Pacific-12 Conference
Washington,81,Seattle,59,H,Pacific-12 Conference,Western Athletic Conference
Washington,85,Ball St.,64,N,Pacific-12 Conference,Mid-American Conference
Washington,72,Hawaii,61,A,Pacific-12 Conference,Big West Conference
Houston,75,Washington,71,N,American Athletic Conference,Pacific-12 Conference
UCLA,66,Washington,64,A,Pacific-12 Conference,Pacific-12 Conference
Washington,72,Southern California,40,H,Pacific-12 Conference,Pacific-12 Conference
Stanford,61,Washington,55,H,Pacific-12 Conference,Pacific-12 Conference
University of California,61,Washington,58,H,Pacific-12 Conference,Pacific-12 Conference
Washington,64,Oregon St.,56,H,Pacific-12 Conference,Pacific-12 Conference
Oregon,64,Washington,61,A,Pacific-12 Conference,Pacific-12 Conference
Utah,67,Washington,66,H,Pacific-12 Conference,Pacific-12 Conference
Colorado,76,Washington,62,H,Pacific-12 Conference,Pacific-12 Conference
Arizona,75,Washington,72,A,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,87,Washington,83,A,Pacific-12 Conference,Pacific-12 Conference
Washington St.,79,Washington,67,H,Pacific-12 Conference,Pacific-12 Conference
Southern California,62,Washington,56,H,Pacific-12 Conference,Pacific-12 Conference
UCLA,67,Washington,57,H,Pacific-12 Conference,Pacific-12 Conference
Stanford,72,Washington,64,A,Pacific-12 Conference,Pacific-12 Conference
Washington,87,University of California,52,H,Pacific-12 Conference,Pacific-12 Conference
Washington St.,78,Washington,74,A,Pacific-12 Conference,Pacific-12 Conference
Washington,90,Arizona St.,83,A,Pacific-12 Conference,Pacific-12 Conference
Washington,69,Arizona,63,A,Pacific-12 Conference,Pacific-12 Conference
Arizona,77,Washington,70,N,Pacific-12 Conference,Pacific-12 Conference
Washington St.,85,Seattle,54,H,Pacific-12 Conference,Western Athletic Conference
Santa Clara,70,Washington St.,62,H,West Coast Conference,Pacific-12 Conference
Washington St.,72,Idaho St.,61,H,Pacific-12 Conference,Big Sky Conference
Omaha,85,Washington St.,77,A,The Summit League,Pacific-12 Conference
Nebraska,82,Washington St.,71,N,Big Ten Conference,Pacific-12 Conference
Washington St.,66,Old Dominion,50,N,Pacific-12 Conference,Conference USA
Colorado St.,79,Washington St.,69,N,Mountain West Conference,Pacific-12 Conference
Washington St.,78,Idaho,65,A,Pacific-12 Conference,Big Sky Conference
Washington St.,63,New Mexico St.,54,H,Pacific-12 Conference,Western Athletic Conference
Washington St.,70,UC-Riverside,56,H,Pacific-12 Conference,Big West Conference
Washington St.,87,Florida A&M,73,H,Pacific-12 Conference,Mid-Eastern Athletic Conference
Washington St.,87,Incarnate Word,59,H,Pacific-12 Conference,Southland Conference
Washington St.,65,Arkansas-Pine Bluff,50,H,Pacific-12 Conference,Southwestern Athletic Conference
Southern California,65,Washington St.,56,A,Pacific-12 Conference,Pacific-12 Conference
Washington St.,79,UCLA,71,H,Pacific-12 Conference,Pacific-12 Conference
University of California,73,Washington St.,66,H,Pacific-12 Conference,Pacific-12 Conference
Stanford,88,Washington St.,62,H,Pacific-12 Conference,Pacific-12 Conference
Washington St.,72,Oregon,61,H,Pacific-12 Conference,Pacific-12 Conference
Washington St.,89,Oregon St.,76,H,Pacific-12 Conference,Pacific-12 Conference
Colorado,78,Washington St.,56,H,Pacific-12 Conference,Pacific-12 Conference
Utah,76,Washington St.,64,H,Pacific-12 Conference,Pacific-12 Conference
Washington St.,67,Arizona St.,65,H,Pacific-12 Conference,Pacific-12 Conference
Arizona,66,Washington St.,49,A,Pacific-12 Conference,Pacific-12 Conference
Washington St.,79,Washington,67,H,Pacific-12 Conference,Pacific-12 Conference
UCLA,86,Washington St.,83,H,Pacific-12 Conference,Pacific-12 Conference
Southern California,70,Washington St.,51,H,Pacific-12 Conference,Pacific-12 Conference
University of California,66,Washington St.,57,A,Pacific-12 Conference,Pacific-12 Conference
Stanford,75,Washington St.,57,A,Pacific-12 Conference,Pacific-12 Conference
Washington St.,78,Washington,74,A,Pacific-12 Conference,Pacific-12 Conference
Arizona,83,Washington St.,62,H,Pacific-12 Conference,Pacific-12 Conference
Arizona St.,83,Washington St.,74,H,Pacific-12 Conference,Pacific-12 Conference
Washington St.,82,Colorado,68,N,Pacific-12 Conference,Pacific-12 Conference
Utah St.,89,Weber St.,34,H,Mountain West Conference,Big Sky Conference
San Diego,71,Weber St.,56,A,West Coast Conference,Big Sky Conference
Wright St.,72,Weber St.,57,N,Horizon League,Big Sky Conference
Murray St.,69,Weber St.,68,N,Ohio Valley Conference,Big Sky Conference
Northeastern,79,Weber St.,69,N,Colonial Athletic Association,Big Sky Conference
Weber St.,72,Utah Valley,67,A,Big Sky Conference,Western Athletic Conference
Utah,60,Weber St.,49,N,Pacific-12 Conference,Big Sky Conference
Brigham Young,91,Weber St.,61,H,West Coast Conference,Big Sky Conference
Eastern Washington,79,Weber St.,77,A,Big Sky Conference,Big Sky Conference
Weber St.,69,Idaho,68,H,Big Sky Conference,Big Sky Conference
Northern Arizona,72,Weber St.,64,H,Big Sky Conference,Big Sky Conference
Northern Colorado,65,Weber St.,64,A,Big Sky Conference,Big Sky Conference
Sacramento St.,71,Weber St.,57,H,Big Sky Conference,Big Sky Conference
Weber St.,76,Idaho St.,68,A,Big Sky Conference,Big Sky Conference
Portland St.,92,Weber St.,76,H,Big Sky Conference,Big Sky Conference
Montana St.,62,Weber St.,61,A,Big Sky Conference,Big Sky Conference
Weber St.,87,Montana,85,H,Big Sky Conference,Big Sky Conference
Weber St.,75,Southern Utah,65,A,Big Sky Conference,Big Sky Conference
Northern Colorado,70,Weber St.,52,H,Big Sky Conference,Big Sky Conference
Weber St.,70,Sacramento St.,66,H,Big Sky Conference,Big Sky Conference
Weber St.,76,Northern Arizona,70,H,Big Sky Conference,Big Sky Conference
Montana,72,Weber St.,37,H,Big Sky Conference,Big Sky Conference
Montana St.,77,Weber St.,63,H,Big Sky Conference,Big Sky Conference
Weber St.,82,Southern Utah,71,H,Big Sky Conference,Big Sky Conference
Portland St.,89,Weber St.,83,A,Big Sky Conference,Big Sky Conference
Idaho St.,78,Weber St.,70,A,Big Sky Conference,Big Sky Conference
Weber St.,72,Idaho,64,A,Big Sky Conference,Big Sky Conference
Eastern Washington,78,Weber St.,69,H,Big Sky Conference,Big Sky Conference
Sacramento St.,62,Weber St.,54,N,Big Sky Conference,Big Sky Conference
West Virginia,94,Akron,84,H,Big 12 Conference,Mid-American Conference
West Virginia,68,Pittsburgh,53,A,Big 12 Conference,Atlantic Coast Conference
West Virginia,69,Northern Colorado,61,H,Big 12 Conference,Big Sky Conference
West Virginia,69,Boston University,44,H,Big 12 Conference,Patriot League
West Virginia,60,Northern Iowa,55,N,Big 12 Conference,Missouri Valley Conference
West Virginia,75,Wichita St.,63,N,Big 12 Conference,American Athletic Conference
West Virginia,86,Rhode Island,81,H,Big 12 Conference,Atlantic 10 Conference
St. John's (NY),70,West Virginia,68,H,Big East Conference,Big 12 Conference
West Virginia,84,Austin Peay,53,H,Big 12 Conference,Ohio Valley Conference
West Virginia,83,Nicholls St.,57,H,Big 12 Conference,Southland Conference
West Virginia,75,Youngstown St.,64,A,Big 12 Conference,Horizon League
West Virginia,67,Ohio St.,59,N,Big 12 Conference,Big Ten Conference
Kansas,60,West Virginia,53,H,Big 12 Conference,Big 12 Conference
West Virginia,55,Oklahoma St.,41,A,Big 12 Conference,Big 12 Conference
West Virginia,66,Texas Tech,54,H,Big 12 Conference,Big 12 Conference
West Virginia,81,Texas Christian,49,H,Big 12 Conference,Big 12 Conference
Kansas St.,84,West Virginia,68,H,Big 12 Conference,Big 12 Conference
West Virginia,97,Texas,59,H,Big 12 Conference,Big 12 Conference
West Virginia,74,Missouri,51,H,Big 12 Conference,Southeastern Conference
Texas Tech,89,West Virginia,81,H,Big 12 Conference,Big 12 Conference
West Virginia,66,Kansas St.,57,H,Big 12 Conference,Big 12 Conference
West Virginia,76,Iowa St.,61,H,Big 12 Conference,Big 12 Conference
Oklahoma,69,West Virginia,59,H,Big 12 Conference,Big 12 Conference
Kansas,58,West Virginia,49,A,Big 12 Conference,Big 12 Conference
Baylor,70,West Virginia,59,H,Big 12 Conference,Big 12 Conference
West Virginia,65,Oklahoma St.,47,H,Big 12 Conference,Big 12 Conference
Texas Christian,67,West Virginia,60,H,Big 12 Conference,Big 12 Conference
Texas,67,West Virginia,57,H,Big 12 Conference,Big 12 Conference
Oklahoma,73,West Virginia,62,A,Big 12 Conference,Big 12 Conference
West Virginia,77,Iowa St.,71,A,Big 12 Conference,Big 12 Conference
West Virginia,76,Baylor,64,H,Big 12 Conference,Big 12 Conference
Georgia,91,Western Carolina,72,H,Southeastern Conference,Southern Conference
Western Carolina,71,Gardner-Webb,59,H,Southern Conference,Big South Conference
Western Carolina,90,North Carolina A&T,64,H,Southern Conference,Mid-Eastern Athletic Conference
Florida St.,79,Western Carolina,74,H,Atlantic Coast Conference,Southern Conference
Western Carolina,96,Jacksonville,94,A,Southern Conference,Atlantic Sun Conference
Western Carolina,70,Stetson,64,A,Southern Conference,Atlantic Sun Conference
Western Carolina,87,Chattanooga,77,H,Southern Conference,Southern Conference
Western Carolina,78,North Carolina-Asheville,77,H,Southern Conference,Big South Conference
Xavier,74,Western Carolina,61,H,Big East Conference,Southern Conference
Western Carolina,89,Tennessee Tech,76,A,Southern Conference,Ohio Valley Conference
Western Carolina,86,Citadel,82,A,Southern Conference,Southern Conference
Western Carolina,97,Virginia Military Institute,85,A,Southern Conference,Southern Conference
Western Carolina,79,Mercer,71,H,Southern Conference,Southern Conference
Furman,83,Western Carolina,79,H,Southern Conference,Southern Conference
East Tennessee St.,85,Western Carolina,66,A,Southern Conference,Southern Conference
Mercer,85,Western Carolina,79,H,Southern Conference,Southern Conference
Western Carolina,81,Wofford,72,H,Southern Conference,Southern Conference
North Carolina-Greensboro,72,Western Carolina,58,A,Southern Conference,Southern Conference
Western Carolina,64,Chattanooga,61,A,Southern Conference,Southern Conference
Western Carolina,78,Samford,70,A,Southern Conference,Southern Conference
Furman,82,Western Carolina,73,A,Southern Conference,Southern Conference
North Carolina-Greensboro,82,Western Carolina,62,H,Southern Conference,Southern Conference
Western Carolina,80,Wofford,74,A,Southern Conference,Southern Conference
Virginia Military Institute,74,Western Carolina,71,A,Southern Conference,Southern Conference
Western Carolina,96,Citadel,84,H,Southern Conference,Southern Conference
Western Carolina,109,Samford,78,H,Southern Conference,Southern Conference
